Amount,hour,day_of_week,is_night,card_txn_count_so_far,card_avg_amount_so_far,amount_vs_card_avg,true_label,proba,risk_tier
73.34,22,5,0,1,73.34,1.0,0,0.20351996,low_risk_log_only
112.0,10,0,0,0,112.0,1.0,0,0.14637922,low_risk_log_only
104.5,23,5,1,0,104.5,1.0,0,0.114220634,low_risk_log_only
176.0,14,2,0,0,176.0,1.0,0,0.123829156,low_risk_log_only
45.2,23,5,1,0,45.2,1.0,0,0.01418235,low_risk_log_only
70.0,14,5,0,0,70.0,1.0,0,0.04307854,low_risk_log_only
34.5,11,3,0,0,34.5,1.0,0,0.17728078,low_risk_log_only
82.9,10,0,0,0,82.9,1.0,0,0.02219343,low_risk_log_only
46.0,14,3,0,1,46.0,1.0,1,0.85336834,high_risk_auto_flag
154.0,21,1,0,0,154.0,1.0,0,0.04755904,low_risk_log_only
112.0,19,3,0,0,112.0,1.0,0,0.34365085,low_risk_log_only
69.0,0,2,1,0,69.0,1.0,0,0.21987543,low_risk_log_only
286.0,23,4,1,0,286.0,1.0,0,0.30790177,low_risk_log_only
156.8,11,0,0,0,156.8,1.0,0,0.021394037,low_risk_log_only
46.0,17,0,0,0,46.0,1.0,0,0.6421367,medium_risk_human_review
34.5,14,0,0,0,34.5,1.0,0,0.23232107,low_risk_log_only
143.0,16,2,0,0,143.0,1.0,0,0.07719701,low_risk_log_only
88.0,18,4,0,0,88.0,1.0,0,0.073163785,low_risk_log_only
95.2,15,5,0,5,95.2,1.0,1,0.99504894,high_risk_auto_flag
46.0,17,4,0,0,46.0,1.0,0,0.60069776,medium_risk_human_review
154.0,12,0,0,0,154.0,1.0,0,0.01646152,low_risk_log_only
15.0,18,2,0,0,15.0,1.0,0,0.0025579531,low_risk_log_only
209.0,13,3,0,0,209.0,1.0,0,0.43124372,low_risk_log_only
77.0,13,3,0,0,77.0,1.0,0,0.18126184,low_risk_log_only
33.0,13,2,0,0,33.0,1.0,0,0.09686728,low_risk_log_only
172.5,12,3,0,1,78.4,2.200255102040816,0,0.40745413,low_risk_log_only
154.0,10,3,0,0,154.0,1.0,0,0.07598661,low_risk_log_only
16.5,22,5,0,0,16.5,1.0,0,0.00025245256,low_risk_log_only
46.0,14,4,0,0,46.0,1.0,0,0.58193165,medium_risk_human_review
121.0,9,3,0,1,143.0,0.8461538461538461,0,0.0988555,low_risk_log_only
134.4,16,2,0,0,134.4,1.0,0,0.21417007,low_risk_log_only
161.0,11,2,0,0,161.0,1.0,0,0.020745588,low_risk_log_only
132.0,13,4,0,0,132.0,1.0,0,0.16546868,low_risk_log_only
112.0,7,0,0,0,112.0,1.0,0,0.07083762,low_risk_log_only
250.0,16,6,0,6,250.0,1.0,1,0.99875355,high_risk_auto_flag
103.5,14,2,0,0,103.5,1.0,0,0.08079007,low_risk_log_only
154.0,22,0,0,0,154.0,1.0,0,0.044434074,low_risk_log_only
115.0,0,2,1,0,115.0,1.0,0,0.4060335,low_risk_log_only
103.5,16,4,0,0,103.5,1.0,0,0.1888245,low_risk_log_only
15.0,23,0,1,0,15.0,1.0,0,0.0033252933,low_risk_log_only
34.5,22,3,0,0,34.5,1.0,0,0.14839052,low_risk_log_only
126.5,17,4,0,0,126.5,1.0,0,0.4081201,low_risk_log_only
27.5,8,1,0,1,27.5,1.0,0,0.17079213,low_risk_log_only
39.07,16,1,0,6,45.39166666666667,0.8607306774371213,1,0.97246224,high_risk_auto_flag
38.5,13,4,0,0,38.5,1.0,0,0.20924741,low_risk_log_only
77.0,11,3,0,0,77.0,1.0,0,0.35378256,low_risk_log_only
15.0,15,5,0,1,15.0,1.0,0,0.0030336515,low_risk_log_only
112.0,22,5,0,0,112.0,1.0,0,0.37456977,low_risk_log_only
184.0,14,6,0,0,184.0,1.0,0,0.036913287,low_risk_log_only
46.0,23,3,1,0,46.0,1.0,0,0.11904184,low_risk_log_only
495.0,19,2,0,0,495.0,1.0,0,0.6112453,medium_risk_human_review
34.5,16,0,0,0,34.5,1.0,0,0.5532182,medium_risk_human_review
77.0,22,3,0,0,77.0,1.0,0,0.25625682,low_risk_log_only
34.5,15,1,0,0,34.5,1.0,0,0.42780834,low_risk_log_only
176.0,20,4,0,0,176.0,1.0,0,0.30439475,low_risk_log_only
104.5,17,3,0,0,104.5,1.0,0,0.22748804,low_risk_log_only
220.0,22,0,0,0,220.0,1.0,0,0.18760782,low_risk_log_only
280.0,17,1,0,0,280.0,1.0,0,0.18585469,low_risk_log_only
143.0,15,2,0,0,143.0,1.0,0,0.060150597,low_risk_log_only
24.0,17,1,0,0,24.0,1.0,0,0.025455441,low_risk_log_only
250.0,16,6,0,2,250.0,1.0,1,0.9816011,high_risk_auto_flag
89.6,23,6,1,0,89.6,1.0,0,0.20809005,low_risk_log_only
89.6,12,0,0,1,89.6,1.0,0,0.20264389,low_risk_log_only
26.5,11,5,0,0,26.5,1.0,0,0.017309444,low_risk_log_only
46.0,15,4,0,0,46.0,1.0,0,0.6280038,medium_risk_human_review
57.5,10,0,0,1,57.5,1.0,0,0.4608073,medium_risk_human_review
46.0,14,4,0,1,154.0,0.2987012987012987,0,0.05071125,low_risk_log_only
44.0,11,2,0,1,22.0,2.0,0,0.18329807,low_risk_log_only
73.34,23,6,1,0,73.34,1.0,0,0.073501445,low_risk_log_only
88.0,12,5,0,1,99.0,0.8888888888888888,0,0.3683866,low_risk_log_only
34.5,13,5,0,0,34.5,1.0,0,0.013856831,low_risk_log_only
138.0,11,4,0,0,138.0,1.0,0,0.18455443,low_risk_log_only
103.5,20,0,0,0,103.5,1.0,0,0.20193936,low_risk_log_only
330.0,13,5,0,0,330.0,1.0,0,0.7494046,high_risk_auto_flag
15.0,23,5,1,0,15.0,1.0,0,0.0001657471,low_risk_log_only
99.0,16,5,0,0,99.0,1.0,0,0.31683746,low_risk_log_only
99.0,21,3,0,1,154.0,0.6428571428571429,0,0.046040174,low_risk_log_only
134.4,23,1,1,1,156.8,0.8571428571428571,0,0.13035998,low_risk_log_only
15.0,10,6,0,0,15.0,1.0,0,8.751151e-05,low_risk_log_only
77.0,11,2,0,0,77.0,1.0,0,0.1483789,low_risk_log_only
110.0,21,1,0,0,110.0,1.0,0,0.29055926,low_risk_log_only
34.5,17,4,0,0,34.5,1.0,0,0.22525673,low_risk_log_only
110.0,12,5,0,5,58.8,1.870748299319728,0,0.9619391,high_risk_auto_flag
20.0,22,5,0,0,20.0,1.0,0,0.00058181654,low_risk_log_only
44.0,13,3,0,0,44.0,1.0,0,0.16769622,low_risk_log_only
36.54,0,4,1,1,36.54,1.0,0,0.8272386,high_risk_auto_flag
1344.0,23,2,1,0,1344.0,1.0,0,0.8989652,high_risk_auto_flag
46.0,18,4,0,0,46.0,1.0,0,0.23610643,low_risk_log_only
10.0,9,3,0,0,10.0,1.0,0,0.0015349056,low_risk_log_only
88.0,22,3,0,0,88.0,1.0,0,0.073163785,low_risk_log_only
110.0,16,3,0,0,110.0,1.0,0,0.35273108,low_risk_log_only
143.0,15,5,0,0,143.0,1.0,0,0.21253064,low_risk_log_only
210.0,21,0,0,0,210.0,1.0,0,0.29773223,low_risk_log_only
483.0,10,3,0,1,483.0,1.0,1,0.8242927,high_risk_auto_flag
34.5,12,4,0,0,34.5,1.0,0,0.11172612,low_risk_log_only
33.0,22,5,0,1,33.0,1.0,0,0.10794376,low_risk_log_only
451.0,22,3,0,0,451.0,1.0,0,0.74797285,high_risk_auto_flag
58.36,10,2,0,0,58.36,1.0,0,0.12944752,low_risk_log_only
77.0,14,5,0,0,77.0,1.0,0,0.07825501,low_risk_log_only
26.5,18,5,0,2,53.0,0.5,0,0.031531252,low_risk_log_only
140.0,17,5,0,0,140.0,1.0,0,0.25242555,low_risk_log_only
104.5,22,6,0,0,104.5,1.0,0,0.022834778,low_risk_log_only
77.0,20,3,0,0,77.0,1.0,0,0.29147428,low_risk_log_only
80.5,11,0,0,0,80.5,1.0,0,0.04655864,low_risk_log_only
88.0,12,3,0,1,89.6,0.9821428571428572,0,0.14608845,low_risk_log_only
46.0,10,6,0,0,46.0,1.0,0,0.009972091,low_risk_log_only
16.5,20,5,0,0,16.5,1.0,0,0.00020178207,low_risk_log_only
78.4,16,3,0,0,78.4,1.0,0,0.19614378,low_risk_log_only
57.5,13,2,0,1,64.19,0.895778158591681,0,0.6184795,medium_risk_human_review
134.4,22,0,0,0,134.4,1.0,0,0.1823506,low_risk_log_only
13.81,17,1,0,0,13.81,1.0,0,0.0085416,low_risk_log_only
275.0,18,5,0,0,275.0,1.0,0,0.30931363,low_risk_log_only
88.0,21,3,0,0,88.0,1.0,0,0.073163785,low_risk_log_only
101.49,13,3,0,0,101.49,1.0,0,0.13259272,low_risk_log_only
38.5,7,4,0,0,38.5,1.0,0,0.09834213,low_risk_log_only
132.0,23,4,1,0,132.0,1.0,0,0.38989264,low_risk_log_only
62.1,21,0,0,0,62.1,1.0,0,0.24212655,low_risk_log_only
99.0,12,1,0,0,99.0,1.0,0,0.07222496,low_risk_log_only
201.25,22,0,0,0,201.25,1.0,0,0.2676016,low_risk_log_only
50.0,20,4,0,0,50.0,1.0,0,0.20448549,low_risk_log_only
121.0,10,3,0,0,121.0,1.0,0,0.20894395,low_risk_log_only
20.0,10,6,0,0,20.0,1.0,0,0.00019904246,low_risk_log_only
33.0,15,2,0,0,33.0,1.0,0,0.2586666,low_risk_log_only
16.5,21,3,0,0,16.5,1.0,0,0.001002192,low_risk_log_only
184.0,20,4,0,0,184.0,1.0,0,0.31052232,low_risk_log_only
154.0,19,1,0,1,154.0,1.0,0,0.1856704,low_risk_log_only
16.5,23,5,1,0,16.5,1.0,0,0.0001657471,low_risk_log_only
83.0,14,3,0,1,176.0,0.4715909090909091,0,0.06739337,low_risk_log_only
115.0,11,3,0,0,115.0,1.0,0,0.39792243,low_risk_log_only
132.0,18,4,0,1,138.0,0.9565217391304348,0,0.1891721,low_risk_log_only
35.53,16,5,0,1,35.53,1.0,0,0.21066192,low_risk_log_only
1908.0,15,3,0,0,1908.0,1.0,0,0.17603232,low_risk_log_only
36.66,12,1,0,0,36.66,1.0,0,0.10324472,low_risk_log_only
156.8,11,3,0,0,156.8,1.0,0,0.120017104,low_risk_log_only
156.8,16,0,0,0,156.8,1.0,0,0.053081065,low_risk_log_only
30.0,23,5,1,0,30.0,1.0,0,0.01344271,low_risk_log_only
100.8,14,0,0,4,111.35,0.9052537045352492,0,0.8584653,high_risk_auto_flag
16.5,13,1,0,0,16.5,1.0,0,0.0040841983,low_risk_log_only
440.0,15,5,0,0,440.0,1.0,0,0.8368695,high_risk_auto_flag
308.0,18,0,0,0,308.0,1.0,0,0.07471307,low_risk_log_only
20.0,14,1,0,0,20.0,1.0,0,0.013378032,low_risk_log_only
268.8,10,1,0,0,268.8,1.0,0,0.06982148,low_risk_log_only
69.0,13,1,0,0,69.0,1.0,0,0.05116942,low_risk_log_only
10.0,15,1,0,0,10.0,1.0,0,0.007065752,low_risk_log_only
154.0,10,3,0,0,154.0,1.0,0,0.07598661,low_risk_log_only
220.0,17,4,0,0,220.0,1.0,0,0.36363643,low_risk_log_only
10.0,11,5,0,0,10.0,1.0,0,0.00065431424,low_risk_log_only
156.8,7,1,0,0,156.8,1.0,0,0.0071255905,low_risk_log_only
184.0,19,6,0,0,184.0,1.0,0,0.042503133,low_risk_log_only
165.0,13,2,0,0,165.0,1.0,0,0.09482398,low_risk_log_only
79.5,14,4,0,0,79.5,1.0,0,0.14841454,low_risk_log_only
23.0,23,2,1,2,34.5,0.6666666666666666,0,0.08697084,low_risk_log_only
150.0,12,4,0,1,165.0,0.9090909090909091,0,0.17376748,low_risk_log_only
46.0,13,5,0,0,46.0,1.0,0,0.14425427,low_risk_log_only
70.0,19,5,0,1,70.0,1.0,0,0.26224104,low_risk_log_only
71.0,12,5,0,0,71.0,1.0,0,0.05504492,low_risk_log_only
15.0,15,2,0,0,15.0,1.0,0,0.0053854515,low_risk_log_only
66.0,11,4,0,0,66.0,1.0,0,0.61912763,medium_risk_human_review
220.0,21,6,0,0,220.0,1.0,0,0.43481106,low_risk_log_only
121.0,2,3,1,0,121.0,1.0,0,0.48164263,medium_risk_human_review
48.72,10,2,0,0,48.72,1.0,0,0.0687408,low_risk_log_only
168.0,1,5,1,0,168.0,1.0,0,0.3962437,low_risk_log_only
17.16,10,1,0,0,17.16,1.0,0,0.0039362824,low_risk_log_only
69.0,19,2,0,0,69.0,1.0,0,0.17405652,low_risk_log_only
308.0,15,1,0,0,308.0,1.0,1,0.12748495,low_risk_log_only
117.6,10,3,0,0,117.6,1.0,0,0.22407715,low_risk_log_only
89.6,13,5,0,0,89.6,1.0,0,0.11899218,low_risk_log_only
31.59,11,1,0,0,31.59,1.0,0,0.17840853,low_risk_log_only
106.4,12,4,0,0,106.4,1.0,0,0.21653149,low_risk_log_only
40.85,21,4,0,0,40.85,1.0,0,0.14708593,low_risk_log_only
34.5,20,2,0,0,34.5,1.0,0,0.23201892,low_risk_log_only
10.0,22,0,0,0,10.0,1.0,0,0.0070068836,low_risk_log_only
138.0,17,2,0,0,138.0,1.0,0,0.20137891,low_risk_log_only
138.0,15,3,0,0,138.0,1.0,0,0.22454183,low_risk_log_only
143.0,22,4,0,0,143.0,1.0,0,0.14146818,low_risk_log_only
69.0,16,0,0,0,69.0,1.0,0,0.23104538,low_risk_log_only
33.0,13,1,0,0,33.0,1.0,0,0.12354495,low_risk_log_only
154.0,21,0,0,0,154.0,1.0,0,0.044434074,low_risk_log_only
117.6,11,4,0,5,114.24000000000001,1.0294117647058822,1,0.9948881,high_risk_auto_flag
201.25,23,0,1,0,201.25,1.0,1,0.5756702,medium_risk_human_review
176.0,17,4,0,0,176.0,1.0,0,0.3189638,low_risk_log_only
35.53,17,5,0,1,35.53,1.0,0,0.23236811,low_risk_log_only
336.0,14,4,0,0,336.0,1.0,0,0.10337792,low_risk_log_only
92.0,23,0,1,0,92.0,1.0,0,0.23650247,low_risk_log_only
55.0,21,6,0,0,55.0,1.0,0,0.017666752,low_risk_log_only
72.0,15,4,0,0,72.0,1.0,0,0.17115776,low_risk_log_only
18.34,0,4,1,0,18.34,1.0,0,0.1734229,low_risk_log_only
154.0,23,2,1,0,154.0,1.0,0,0.09473539,low_risk_log_only
154.0,14,4,0,0,154.0,1.0,0,0.08348849,low_risk_log_only
89.6,19,1,0,0,89.6,1.0,0,0.06514684,low_risk_log_only
92.0,12,6,0,0,92.0,1.0,0,0.011748459,low_risk_log_only
34.5,19,4,0,1,103.5,0.3333333333333333,0,0.1004647,low_risk_log_only
89.6,17,1,0,0,89.6,1.0,0,0.083720304,low_risk_log_only
143.0,12,2,0,0,143.0,1.0,0,0.020333858,low_risk_log_only
66.0,22,6,0,0,66.0,1.0,0,0.016753169,low_risk_log_only
275.0,15,1,0,0,275.0,1.0,0,0.17694797,low_risk_log_only
156.8,19,3,0,0,156.8,1.0,0,0.07438909,low_risk_log_only
209.0,19,0,0,0,209.0,1.0,0,0.29773223,low_risk_log_only
121.0,9,3,0,0,121.0,1.0,0,0.20894395,low_risk_log_only
115.09,14,6,0,0,115.09,1.0,0,0.029143477,low_risk_log_only
88.0,19,6,0,0,88.0,1.0,0,0.011011172,low_risk_log_only
336.0,15,4,0,1,336.0,1.0,0,0.43651354,low_risk_log_only
88.0,14,4,0,0,88.0,1.0,0,0.055127125,low_risk_log_only
154.0,20,2,0,0,154.0,1.0,0,0.04755904,low_risk_log_only
172.75,22,2,0,0,172.75,1.0,0,0.26278833,low_risk_log_only
156.8,12,4,0,0,156.8,1.0,0,0.121591255,low_risk_log_only
78.4,8,3,0,0,78.4,1.0,0,0.0370253,low_risk_log_only
72.0,22,5,0,0,72.0,1.0,0,0.054310948,low_risk_log_only
35.0,19,4,0,0,35.0,1.0,0,0.12224219,low_risk_log_only
58.36,19,2,0,0,58.36,1.0,0,0.42904618,low_risk_log_only
20.0,14,2,0,0,20.0,1.0,0,0.010212052,low_risk_log_only
69.0,19,1,0,0,69.0,1.0,0,0.17405652,low_risk_log_only
99.0,20,4,0,0,99.0,1.0,0,0.1876636,low_risk_log_only
88.0,13,4,0,0,88.0,1.0,0,0.048683934,low_risk_log_only
143.0,0,2,1,0,143.0,1.0,0,0.106408134,low_risk_log_only
34.5,19,0,0,0,34.5,1.0,0,0.27743316,low_risk_log_only
69.0,18,3,0,0,69.0,1.0,0,0.19271307,low_risk_log_only
630.0,10,0,0,0,630.0,1.0,0,0.03783727,low_risk_log_only
10.0,10,0,0,0,10.0,1.0,0,0.003697607,low_risk_log_only
264.0,1,5,1,0,264.0,1.0,0,0.35971332,low_risk_log_only
308.0,17,4,0,0,308.0,1.0,0,0.1608885,low_risk_log_only
78.4,16,2,0,0,78.4,1.0,0,0.1816536,low_risk_log_only
143.0,20,2,0,0,143.0,1.0,0,0.07050013,low_risk_log_only
18.34,18,3,0,1,18.34,1.0,0,0.14826931,low_risk_log_only
23.0,1,2,1,1,23.0,1.0,0,0.34824568,low_risk_log_only
190.4,21,6,0,1,156.8,1.2142857142857142,0,0.62095016,medium_risk_human_review
291.2,16,4,0,0,291.2,1.0,0,0.4232457,low_risk_log_only
33.0,0,5,1,0,33.0,1.0,0,0.059956815,low_risk_log_only
1460.0,14,0,0,0,1460.0,1.0,0,0.0052554,low_risk_log_only
95.2,15,5,0,3,95.2,1.0,1,0.98507893,high_risk_auto_flag
92.0,8,4,0,0,92.0,1.0,0,0.017487004,low_risk_log_only
80.5,16,4,0,0,80.5,1.0,0,0.1019513,low_risk_log_only
88.0,7,2,0,0,88.0,1.0,0,0.006623536,low_risk_log_only
27.5,12,1,0,0,27.5,1.0,0,0.11566906,low_risk_log_only
60.0,21,1,0,1,216.0,0.2777777777777778,0,0.24804288,low_risk_log_only
10.0,15,3,0,0,10.0,1.0,0,0.0015068853,low_risk_log_only
46.0,13,2,0,0,46.0,1.0,0,0.2979507,low_risk_log_only
16.5,20,2,0,0,16.5,1.0,0,0.0025579531,low_risk_log_only
46.0,14,0,0,0,46.0,1.0,0,0.358493,low_risk_log_only
77.0,13,2,0,0,77.0,1.0,0,0.09503458,low_risk_log_only
134.4,11,0,0,0,134.4,1.0,0,0.07077607,low_risk_log_only
132.25,11,1,0,0,132.25,1.0,0,0.08220586,low_risk_log_only
224.0,13,0,0,0,224.0,1.0,0,0.03041391,low_risk_log_only
17.24,13,1,0,5,17.24,1.0,1,0.99201435,high_risk_auto_flag
100.8,9,1,0,0,100.8,1.0,0,0.050267413,low_risk_log_only
156.8,14,5,0,0,156.8,1.0,0,0.12576123,low_risk_log_only
20.0,21,0,0,0,20.0,1.0,0,0.009370091,low_risk_log_only
34.5,19,1,0,0,34.5,1.0,0,0.25929207,low_risk_log_only
143.0,20,4,0,0,143.0,1.0,0,0.14146818,low_risk_log_only
179.2,12,1,0,0,179.2,1.0,0,0.09170597,low_risk_log_only
46.69,13,1,0,0,46.69,1.0,0,0.10833919,low_risk_log_only
138.0,11,2,0,0,138.0,1.0,0,0.06730114,low_risk_log_only
220.0,19,5,0,0,220.0,1.0,0,0.47563672,medium_risk_human_review
46.0,19,2,0,1,138.0,0.3333333333333333,0,0.15936844,low_risk_log_only
44.8,10,4,0,1,44.8,1.0,0,0.49103567,medium_risk_human_review
143.0,15,1,0,0,143.0,1.0,0,0.060150597,low_risk_log_only
154.0,12,0,0,0,154.0,1.0,0,0.01646152,low_risk_log_only
38.5,17,1,0,2,44.0,0.875,0,0.5831486,medium_risk_human_review
190.4,12,3,0,0,190.4,1.0,0,0.36167714,low_risk_log_only
94.03,18,3,0,0,94.03,1.0,0,0.08486615,low_risk_log_only
330.0,17,6,0,0,330.0,1.0,0,0.2411427,low_risk_log_only
78.4,15,0,0,0,78.4,1.0,0,0.17556168,low_risk_log_only
258.5,20,0,0,0,258.5,1.0,0,0.17441072,low_risk_log_only
224.0,10,2,0,0,224.0,1.0,0,0.036593582,low_risk_log_only
135.6,22,3,0,0,135.6,1.0,0,0.19710948,low_risk_log_only
154.0,18,4,0,0,154.0,1.0,0,0.106324375,low_risk_log_only
134.4,16,0,0,11,109.45454545454545,1.2279069767441861,1,0.9987614,high_risk_auto_flag
88.0,16,1,0,0,88.0,1.0,0,0.083720304,low_risk_log_only
92.0,20,4,0,0,92.0,1.0,0,0.08486615,low_risk_log_only
92.0,23,3,1,0,92.0,1.0,0,0.26009586,low_risk_log_only
23.0,13,0,0,0,23.0,1.0,0,0.010760629,low_risk_log_only
77.0,11,1,0,0,77.0,1.0,0,0.21407981,low_risk_log_only
134.4,15,0,0,0,134.4,1.0,0,0.17687516,low_risk_log_only
69.0,19,5,0,0,69.0,1.0,0,0.07712145,low_risk_log_only
320.0,22,3,0,1,80.0,4.0,1,0.6426462,medium_risk_human_review
77.0,19,0,0,3,73.87,1.0423717341275212,1,0.9010004,high_risk_auto_flag
112.0,15,0,0,0,112.0,1.0,0,0.28360656,low_risk_log_only
75.6,14,5,0,0,75.6,1.0,0,0.047028188,low_risk_log_only
138.0,10,2,0,0,138.0,1.0,0,0.047229078,low_risk_log_only
156.8,19,0,0,1,78.4,2.0,0,0.52791923,medium_risk_human_review
121.0,17,2,0,0,121.0,1.0,0,0.25048196,low_risk_log_only
10.0,21,2,0,1,245.0,0.04081632653061224,0,0.023924218,low_risk_log_only
99.0,14,5,0,2,99.0,1.0,0,0.8230022,high_risk_auto_flag
15.0,20,1,0,0,15.0,1.0,0,0.0029626878,low_risk_log_only
154.0,16,4,0,1,154.0,1.0,0,0.34464538,low_risk_log_only
54.0,18,2,0,0,54.0,1.0,0,0.15804069,low_risk_log_only
36.66,20,2,0,0,36.66,1.0,0,0.16101083,low_risk_log_only
154.0,22,0,0,0,154.0,1.0,0,0.044434074,low_risk_log_only
34.5,23,3,1,0,34.5,1.0,0,0.05739143,low_risk_log_only
115.0,22,1,0,0,115.0,1.0,0,0.31203067,low_risk_log_only
56.0,12,2,0,0,56.0,1.0,0,0.13685615,low_risk_log_only
99.0,18,2,0,1,154.0,0.6428571428571429,0,0.10045194,low_risk_log_only
2920.0,16,0,0,0,2920.0,1.0,0,0.010879931,low_risk_log_only
154.0,16,4,0,0,154.0,1.0,0,0.09793571,low_risk_log_only
132.25,16,1,0,0,132.25,1.0,0,0.25319645,low_risk_log_only
515.2,19,0,0,0,515.2,1.0,0,0.12695785,low_risk_log_only
30.0,19,4,0,0,30.0,1.0,0,0.14040236,low_risk_log_only
88.0,13,3,0,0,88.0,1.0,0,0.048683934,low_risk_log_only
69.0,12,0,0,0,69.0,1.0,0,0.056922223,low_risk_log_only
264.0,16,4,0,0,264.0,1.0,0,0.2745143,low_risk_log_only
440.0,22,4,0,0,440.0,1.0,0,0.72230154,high_risk_auto_flag
46.0,17,4,0,0,46.0,1.0,0,0.60069776,medium_risk_human_review
78.4,21,0,0,0,78.4,1.0,0,0.1577579,low_risk_log_only
69.0,20,1,0,0,69.0,1.0,0,0.17405652,low_risk_log_only
80.5,9,4,0,0,80.5,1.0,0,0.04179644,low_risk_log_only
46.0,14,3,0,0,46.0,1.0,0,0.58193165,medium_risk_human_review
104.5,12,4,0,0,104.5,1.0,0,0.16272669,low_risk_log_only
114.94,23,0,1,1,49.5,2.322020202020202,0,0.45871282,medium_risk_human_review
99.0,19,3,0,0,99.0,1.0,0,0.2261557,low_risk_log_only
179.2,23,0,1,0,179.2,1.0,0,0.4227476,low_risk_log_only
630.0,11,0,0,0,630.0,1.0,0,0.06737359,low_risk_log_only
10.0,19,1,0,0,10.0,1.0,0,0.0029626878,low_risk_log_only
165.0,22,3,0,1,451.0,0.36585365853658536,0,0.2414285,low_risk_log_only
154.0,1,2,1,0,154.0,1.0,0,0.10393049,low_risk_log_only
46.0,18,4,0,1,46.0,1.0,0,0.49828902,medium_risk_human_review
89.6,12,0,0,0,89.6,1.0,0,0.027993167,low_risk_log_only
132.0,23,4,1,1,264.0,0.5,0,0.1278735,low_risk_log_only
224.0,17,5,0,0,224.0,1.0,0,0.22325076,low_risk_log_only
34.5,12,0,0,0,34.5,1.0,0,0.19279334,low_risk_log_only
78.4,12,3,0,0,78.4,1.0,0,0.15630352,low_risk_log_only
172.5,21,3,0,0,172.5,1.0,0,0.45864803,medium_risk_human_review
336.0,11,4,0,1,336.0,1.0,0,0.40967906,low_risk_log_only
121.0,23,3,1,0,121.0,1.0,0,0.3664906,low_risk_log_only
154.0,10,4,0,0,154.0,1.0,0,0.098302215,low_risk_log_only
630.0,11,0,0,0,630.0,1.0,0,0.06737359,low_risk_log_only
35.0,10,4,0,1,70.0,0.5,0,0.07067661,low_risk_log_only
134.4,22,6,0,0,134.4,1.0,0,0.02373219,low_risk_log_only
99.0,7,4,0,0,99.0,1.0,0,0.040650226,low_risk_log_only
57.5,16,2,0,2,115.0,0.5,0,0.5134598,medium_risk_human_review
154.0,14,4,0,0,154.0,1.0,0,0.08348849,low_risk_log_only
140.0,13,5,0,0,140.0,1.0,0,0.14794092,low_risk_log_only
201.6,1,5,1,3,155.20000000000002,1.2989690721649483,0,0.9537086,high_risk_auto_flag
33.0,12,4,0,0,33.0,1.0,0,0.06734671,low_risk_log_only
89.6,0,4,1,0,89.6,1.0,0,0.15043606,low_risk_log_only
168.0,0,1,1,0,168.0,1.0,0,0.280652,low_risk_log_only
77.0,20,4,0,0,77.0,1.0,0,0.29147428,low_risk_log_only
23.0,7,1,0,0,23.0,1.0,0,0.005311618,low_risk_log_only
46.0,15,4,0,1,46.0,1.0,1,0.8759063,high_risk_auto_flag
308.0,19,3,0,0,308.0,1.0,0,0.15192899,low_risk_log_only
34.5,17,4,0,0,34.5,1.0,0,0.22525673,low_risk_log_only
78.4,20,0,0,1,44.8,1.7500000000000002,0,0.2079279,low_risk_log_only
34.5,9,0,0,0,34.5,1.0,0,0.14292805,low_risk_log_only
57.5,18,3,0,1,57.5,1.0,0,0.83750093,high_risk_auto_flag
112.0,14,1,0,0,112.0,1.0,0,0.12181772,low_risk_log_only
78.4,8,1,0,0,78.4,1.0,0,0.015665868,low_risk_log_only
99.0,21,3,0,0,99.0,1.0,0,0.2261557,low_risk_log_only
143.0,23,2,1,0,143.0,1.0,0,0.117815845,low_risk_log_only
275.0,20,3,0,0,275.0,1.0,0,0.20860845,low_risk_log_only
209.0,11,3,0,0,209.0,1.0,0,0.51490504,medium_risk_human_review
92.0,0,5,1,0,92.0,1.0,0,0.32872316,low_risk_log_only
20.0,10,1,0,0,20.0,1.0,0,0.012218602,low_risk_log_only
112.0,21,3,0,0,112.0,1.0,0,0.34365085,low_risk_log_only
154.0,17,0,0,0,154.0,1.0,0,0.050667312,low_risk_log_only
80.5,18,0,0,0,80.5,1.0,0,0.07848201,low_risk_log_only
176.0,23,4,1,0,176.0,1.0,0,0.46329692,medium_risk_human_review
112.0,15,0,0,0,112.0,1.0,0,0.28360656,low_risk_log_only
104.13,16,3,0,0,104.13,1.0,0,0.22748804,low_risk_log_only
55.0,22,1,0,0,55.0,1.0,0,0.44950897,low_risk_log_only
70.0,22,3,0,0,70.0,1.0,0,0.15413009,low_risk_log_only
10.0,23,1,1,0,10.0,1.0,0,0.003271516,low_risk_log_only
830.0,11,0,0,0,830.0,1.0,0,0.028355582,low_risk_log_only
10.0,17,1,0,0,10.0,1.0,0,0.0085416,low_risk_log_only
99.0,23,4,1,0,99.0,1.0,0,0.10044735,low_risk_log_only
99.0,19,4,0,0,99.0,1.0,0,0.1876636,low_risk_log_only
99.0,22,2,0,0,99.0,1.0,0,0.20508407,low_risk_log_only
92.0,22,3,0,1,92.0,1.0,0,0.28382745,low_risk_log_only
89.6,11,0,0,0,89.6,1.0,0,0.04146832,low_risk_log_only
77.0,10,0,0,0,77.0,1.0,0,0.11371088,low_risk_log_only
154.0,15,2,0,0,154.0,1.0,0,0.04043079,low_risk_log_only
